FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID,LONG,LAT
104,"NEW CINGULAR WIRELESS PCS, LLC",KNKA540,4,"40,54,21",N,"121,49,45",W,PERMANENT BUCHGRASS 9 MILES NORTH BY NW OF,BURNEY,SHASTA,CA,N, , ,0.000000000000000,0.000000000000000, ,11838,-121.829213481000000,40.905805285400000
105,"NEW CINGULAR WIRELESS PCS, LLC",KNKA540,5,"40,54,52",N,"122,26,42",W,Sugar Loaf 16 miles North by Northwest of,Central Valley,SHASTA,CA,N, , ,0.000000000000000,0.000000000000000, ,11838,-122.445013578000000,40.914405234000000
106,"NEW CINGULAR WIRELESS PCS, LLC",KNKA540,6,"40,33,31",N,"121,33,48",W,TABLE MOUNTAIN 22 MILES SOUTH BY SOUTHEAST OF,BURNEY,SHASTA,CA,N, , ,0.000000000000000,0.000000000000000, ,11838,-121.563313389000000,40.558605280400002
107,"NEW CINGULAR WIRELESS PCS, LLC",KNKA540,7,"40,26,0",N,"122,17,58",W,Anderson End of Aspen Road,Anderson,SHASTA,CA,N, , ,0.000000000000000,0.000000000000000, ,11838,-122.299413486000010,40.433305209799997
108,"NEW CINGULAR WIRELESS PCS, LLC",KNKA540,8,"41,0,12",N,"121,28,58",W,Haney Mountain 12 miles NE of Burney 3 Mi. W of Fall River Mile,Unincorporated,SHASTA,CA,N, , ,79.000000000000000,0.000000000000000, ,11838,-121.482813440000000,41.003305321900001
109,"NEW CINGULAR WIRELESS PCS, LLC",KNKA540,9,"40,39,5",N,"122,31,36",W,WHISKEYTOWN ON SOUTHFORK MOUNTAIN 5 MILES WEST OF HIGHWAY 5,REDDING,SHASTA,CA,N, , ,0.000000000000000,0.000000000000000, ,11838,-122.526713552000000,40.651405207400003
110,"NEW CINGULAR WIRELESS PCS, LLC",KNKA540,10,"40,52,27",N,"121,46,21",W,BURNEY ON HATCHET MOUNTAIN APPROX. 3 MILES WEST OF,FALL RIVER MILL,SHASTA,CA,N, , ,30.800000000000001,0.000000000000000, ,11838,-121.772513467000000,40.874205287800002
111,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,1,"37,28,3",N,"120,48,54",W,2748 PAULSON ROAD,Turlock,STANISLAUS,CA,N, , ,60.399999999999999,61.000000000000000,MAST,11843,-120.815012878999990,37.467505074499996
112,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,7,"37,18,31",N,"121,1,2",W,29331 PRINCE ROAD,Newman,STANISLAUS,CA,N, , ,37.200000000000003,38.399999999999999,POLE,11843,-121.017212894000000,37.308605045699998
113,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,10,"37,20,47",N,"121,37,49",W,Mt Hamilton Road East of Lick Observatory,San Jose,SANTA CLARA,CA,N, , ,2.400000000000000,2.400000000000000,PIPE,11843,-121.630312995000000,37.346405005800001
114,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,11,"37,42,22",N,"121,4,44",W,4585 HOPE LANE (FORMERLY EAST BROADWAY - SAME LOCATION),SALIDA,STANISLAUS,CA,N, , ,22.899999999999999,22.899999999999999,POLE,11843,-121.078912948000000,37.706105077200000
115,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,12,"37,35,6",N,"121,19,27",W,North Side I-5 Westley Rest Area - 4880 Gaffery Road,PATTERSON,STANISLAUS,CA,N, , ,30.500000000000000,32.899999999999999,POLE,11843,-121.324212973000000,37.585005048699998
116,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,13,"37,49,55",N,"120,16,9",W,17000 Longfellow Road,Big Oak Flat,TUOLUMNE,CA,N, , ,46.000000000000000,51.799999999999997,MAST,11843,-120.269212831999990,37.831905147000001
117,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,14,"37,25,34",N,"120,26,28",W,G STREET NORTH OF LA PALOMA ROAD,MERCED,MERCED,CA,N, ,1021991,106.700000000000000,106.700000000000000,MAST,11843,-120.441112815000000,37.426105096699999
118,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,15,"37,11,5",N,"121,33,16",W,1000 STEELEY ROAD,MORGAN HILL,SANTA CLARA,CA,N, , ,13.699999999999999,17.699999999999999,MAST,11843,-121.554412965000000,37.184704996900003
119,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,16,"37,0,29",N,"121,17,15",W,10164 PACHECO PASS HIGHWAY,HOLLISTER,SANTA CLARA,CA,N, , ,24.699999999999999,24.699999999999999,MAST,11843,-121.287512904000000,37.008104999700002
120,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,17,"37,38,40",N,"121,20,29",W,33856 SOUTH BEVIS ROAD,Tracy,SAN JOAQUIN,CA,N, ,1223409,55.200000000000003,56.399999999999999,MAST,11843,-121.341412983000000,37.644405053100002
121,"NEW CINGULAR WIRELESS PCS, LLC",KNKA685,18,"37,56,57",N,"120,42,27",W,Hwy 4 and Telegraph Court,Copperpolis,CALAVERAS,CA,N, , ,24.399999999999999,27.100000000000001,MAST,11843,-120.707512917000000,37.949205125799999
122,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,1,"36,13,56",N,"119,47,19",W,18467 JAVA AVENUE,Lemoore,KINGS,CA,N, ,1036373,87.799999999999997,91.099999999999994,MAST,11845,-119.788612584000010,36.232205026499997
123,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,2,"36,0,49",N,"119,59,35",W,28434 MILHAM STREET,Kettleman City,KINGS,CA,N, ,1050728,87.500000000000000,91.099999999999994,MAST,11845,-119.993112596000000,36.013604991400001
124,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,4,"36,1,46",N,"120,6,16",W,HIGHWAY 269 AND SKYLINE ROAD,Avenal,KINGS,CA,N, , ,36.899999999999999,37.500000000000000,MAST,11845,-120.104412616000000,36.029404985500001
125,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,5,"35,44,2",N,"119,44,5",W,INTERSTATE 5 AND TWISSELMAN ROAD,Lost Hills,KERN,CA,N, ,1061391,56.399999999999999,56.399999999999999,MAST,11845,-119.734712527000000,35.733904979899997
126,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,6,"35,53,16",N,"119,27,37",W,5024 AVENUE 54,ALPAUGH,TULARE,CA,N, , ,36.600000000000001,37.200000000000003,POLE,11845,-119.460312496000000,35.887805012400001
127,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,7,"36,1,31",N,"119,32,9",W,ROAD 16 AND AVENUE 128,CORCORAN,TULARE,CA,N, ,1013253,62.200000000000003,67.400000000000006,MAST,11845,-119.535812522000000,36.025305021800001
128,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,8,"36,22,8",N,"119,37,33",W,9887 FLINT AVENUE,HANFORD,KINGS,CA,N, ,1013003,49.100000000000001,50.000000000000000,MAST,11845,-119.625812571000000,36.368905050499997
129,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,9,"36,20,6",N,"119,46,35",W,9513 18TH AVENUE,LEMOORE,KINGS,CA,N, , ,54.600000000000001,55.200000000000003,POLE,11845,-119.776412592000000,36.335005037099997
130,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,10,"36,12,38",N,"119,36,32",W,8463 Kansas Avenue,Hanford,KINGS,CA,N, ,1215603,61.299999999999997,64.900000000000006,MAST,11845,-119.608912553000000,36.210605035800000
131,"NEW CINGULAR WIRELESS PCS, LLC",KNKN462,11,"36,15,19",N,"119,52,8",W,22999 Jackson Avenue,Lemoore,KINGS,CA,N, , ,50.000000000000000,50.000000000000000,UPOLE,11845,-119.868912599000000,36.255305023200002
132,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,1,"39,17,15",N,"122,20,4",W,SITES,TEHAMA,COLUSA,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-122.334413334999990,39.287505117499997
133,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,2,"39,50,39",N,"122,11,44",W,KIRKWOOD 0.4 MILES EAST OF HWY 5 AND 2.3 MI. WEST SOUTHWEST OF,KIRKWOOD,TEHAMA,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-122.195613389000000,39.844205172300001
134,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,3,"40,15,45",N,"122,5,42",W,RED BLUFFS 1.8 MILES SE OF HWY 36 AND 8.6 MILES NORTHEAST OF,RED BLUFF,TEHAMA,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-122.095013431000000,40.262505213300003
135,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,4,"39,44,33",N,"122,36,35",W,Red Mountain Approx. 4 miles West of,Chrome,GLENN,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-122.609713438000000,39.742505130900000
136,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,5,"39,21,1",N,"122,27,26",W,GRAPEVINE On the radio facility at Grapevine Pass Approx. 5 Miles East,Stonyford,COLUSA,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-122.457213362999990,39.350305112699999
137,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,6,"40,17,55",N,"121,37,0",W,Turner Mountain approx. 20 miles West of,Chester,TEHAMA,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-121.616713360000010,40.298605255299996
138,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,7,"39,42,45",N,"122,0,13",W,Corner of Highway 45 & Rd 23,Hamilton City,GLENN,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-122.003613340000000,39.712505177600001
139,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,8,"39,30,58",N,"123,5,25",W,Lake Pillsbury A top Big Signal Peak 6.8 miles E by NE of,Hearst,MENDOCINO,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-123.090313480000010,39.516105075399999
140,"NEW CINGULAR WIRELESS PCS, LLC",KNKN337,9,"39,28,42",N,"121,56,21",W,"Butte City On Road Z, 13 miles West by Northwest of Biggs",Butte City,GLENN,CA,N, , ,0.000000000000000,0.000000000000000, ,11848,-121.939213300000010,39.478305163400002
141,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,1,"35,24,58",N,"118,55,36",W,"1.5 MI., 60 TN FROM INTS. OF UNIVERSITY AVENUE AND COLUMBUS STREET",BAKERSFIELD,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-118.926712362999990,35.416104996900003
142,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,2,"35,45,54",N,"119,17,21",W,1023 METTLER AVENUE,DELANO,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.289212457000000,35.765005011100001
143,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,3,"35,17,43",N,"119,14,33",W,1.0 MILE EAST OF INTERSECTION OF HWY #43 INTERSTATE 5,OLD RIVER,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.242512405000000,35.295304965100001
144,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,4,"35,35,10",N,"119,47,44",W,"4.4 MI., 115 TN FROM INTS. OF CAS33 AND CA46",BLACKWELLS CORNER,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.795612523000000,35.586104960800000
145,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,5,"35,0,40",N,"119,0,54",W,3.5 MILES W-SW OF INTERSECTION OF HWY #99 & INTERSTATE #5,WHEELER RIDGE,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.015012341000000,35.011104949000000
146,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,6,"35,37,23",N,"117,41,13",W,801 WEST RIDGECREST BLVD.,RIDGECREST,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-117.686912171000000,35.623105096099998
147,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,7,"35,9,47",N,"118,34,47",W,CUB 23778 EL RANCHO DRIVE,TEHACHAPI,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-118.579712282000000,35.163104991399997
148,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,8,"35,32,11",N,"119,16,2",W,1.0 MILES NORTH OF SHAFTER,SHAFTER,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.267212431000000,35.536404988800001
149,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,9,"35,7,14",N,"118,17,38",W,8 MILES NW OF 1.5 MILES N OF SR-58,MOJAVE,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-118.293912230000000,35.120605003800001
150,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,10,"35,28,40",N,"117,42,1",W,EL PASO 9 MILES SOUTH OF RIDGECREST 2.5 MILES WEST OF ROUTE 395,RIDGECREST,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-117.700312160000000,35.477805079100001
151,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,11,"35,21,59",N,"119,6,42",W,917 CALLOWAY DRIVE,BAKERSFIELD,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.111712389000000,35.366404980799999
152,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,12,"34,48,11",N,"118,48,51",W,TEJON LOOKOUT,GORMAN,LOS ANGELES,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-118.814212290000000,34.803104939100002
153,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,13,"35,19,28",N,"119,0,4",W,2204 Coy Avenue,Bakersfield,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.001112367999990,35.324404983400001
154,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,14,"35,9,49",N,"119,25,54",W,1.2 MILES EAST NORTH EAST OF FORD CITY .63 MILES WEST OF AIRPORT ROAD,TAFT,KERN,CA,N, , ,19.500000000000000,0.000000000000000, ,11857,-119.431712424000000,35.163604939999999
155,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,15,"35,2,16",N,"118,0,21",W,Site is locateds 1.35 miles north of SR 58 4.2 miles SW of California,California City,KERN,CA,N, , ,30.199999999999999,0.000000000000000, ,11857,-118.005812173000000,35.037805012500002
156,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,16,"35,30,6",N,"119,32,38",W,SITE CL25:  NW CORNER OF INTERSTATE 5 AND LERDO HIGHWAY,BUTTONWILLOW,KERN,CA,N, , ,47.299999999999997,0.000000000000000, ,11857,-119.543912474000000,35.501704967899997
157,"NEW CINGULAR WIRELESS PCS, LLC",KNKA584,17,"35,24,9",N,"119,23,53",W,CL35- LAGOON DRIVE,BUTTONWILLOW,KERN,CA,N, , ,0.000000000000000,0.000000000000000, ,11857,-119.398112440999990,35.402504966899997
158,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,24,"35,21,36",N,"120,39,23",W,"Cuesta Electronic Site, Los Padres National Forest",Santa Margarita,SAN LUIS OBISPO,CA,N, ,1007787,30.000000000000000,30.000000000000000,POLE,11870,-120.656412641000000,35.360004885199999
159,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,2,"35,6,24",N,"120,31,0",W,2.3 MILES NORTH OF HWY. 101 & LOS BERROS ROAD,ARROYO GRANDE,SAN LUIS OBISPO,CA,N, , ,27.399999999999999,27.399999999999999,MAST,11870,-120.516712595000000,35.106704868300000
160,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,7,"35,31,40",N,"121,3,36",W,295 JULIN LANE,CAMBRIA,SAN LUIS OBISPO,CA,N, , ,15.199999999999999,17.100000000000001,POLE,11870,-121.060012720000000,35.527804875699999
161,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,11,"35,2,59",N,"120,2,27",W,"Plowshare Pk, uphill from Miranda Pines/Sierra Madre Rd.(Plowshare Pea",Los Padres Ntl Fores,SANTA BARBARA,CA,N, ,1061339,24.699999999999999,26.500000000000000,TOWER,11870,-120.040812513000010,35.049704891600001
162,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,13,"35,57,6",N,"121,0,4",W,Approx. 7 miles SE of Highway 101 at Williams Hill in Padres National,San Ardo,MONTEREY,CA,N, , ,30.500000000000000,34.799999999999997,BTWR,11870,-121.001112750999990,35.951704920499999
163,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,15,"35,55,33",N,"120,22,28",W,TABLE MOUNTAIN IN LOS PADRES NATIONAL FOREST 30 MILES EAST OF,San Ardo,MONTEREY,CA,N, , ,26.500000000000000,27.399999999999999,TOWER,11870,-120.374412649000010,35.925804958199997
164,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,22,"35,24,4",N,"120,7,11",W,1.3 MI N OF HWY 58 NEAR THE CORNER OF BITTERWATER,CALIFORNIA VALLEY,SAN LUIS OBISPO,CA,N, , ,45.399999999999999,45.399999999999999,POLE,11870,-120.119712558000000,35.401104922000002
165,GTE MOBILNET OF SANTA BARBARA LIMITED PARTNERSHIP,KNKN301,26,"34,53,17",N,"119,48,47",W,Los Padres National Forest,New Cuyama,SANTA BARBARA,CA,N, , ,22.600000000000001,22.600000000000001,TOWER,11870,-119.813112463000000,34.888104888299999
166,Los Angeles SMSA Limited Partnership,KNKA328,1,"34,10,34",N,"119,6,1",W,4620 LAGUNA ROAD,OXNARD,VENTURA,CA,N, ,1061800,47.000000000000000,49.700000000000003,MAST,11877,-119.100312285000000,34.176104854599998
167,Los Angeles SMSA Limited Partnership,KNKA328,2,"34,9,55",N,"118,54,30",W,1000 S. VENTU PARK ROAD,NEWBURY PARK,VENTURA,CA,N, , ,10.699999999999999,13.800000000000001,TOWER,11877,-118.908312252000000,34.165304864600003
168,Los Angeles SMSA Limited Partnership,KNKA328,4,"34,21,25",N,"118,52,34",W,Happy Camp Rd,Filmore,VENTURA,CA,N, ,1215071,18.300000000000001,22.899999999999999,TOWER,11877,-118.876112262000010,34.357004887300000
169,Los Angeles SMSA Limited Partnership,KNKA328,5,"34,22,20",N,"119,25,14",W,2 Miles N of Seacliff,Seacliff,VENTURA,CA,N, ,1215063,18.600000000000001,18.600000000000001,MAST,11877,-119.420612354000000,34.372204857600003
170,Los Angeles SMSA Limited Partnership,KNKA328,6,"34,24,55",N,"119,13,44",W,12550 Creek Rd @ Skunk Ranch Rd.,OJAI,VENTURA,CA,N, , ,15.199999999999999,19.100000000000001,TOWER,11877,-119.228912325000000,34.415304872699998
171,Los Angeles SMSA Limited Partnership,KNKA328,7,"34,46,27",N,"118,58,5",W,APPROX. 100 W OF THE (FRAZIER MTN.) INTERSEC.  OF FRAZIER MTN. RD. AND,Ojai,VENTURA,CA,N, , ,36.600000000000001,36.600000000000001,TOWER,11877,-118.968112313000010,34.774204926400003
172,Los Angeles SMSA Limited Partnership,KNKA328,8,"34,15,24",N,"118,38,36",W,1000 Box Canyon Road,Simi Valley,VENTURA,CA,N, , ,4.900000000000000,4.900000000000000,TOWER,11877,-118.643312214999990,34.256704889100000
173,Los Angeles SMSA Limited Partnership,KNKA328,9,"34,9,57",N,"118,50,30",W,378 FAIRVIEW FIRE ROAD,THOUSAND OAKS,VENTURA,CA,N, , ,4.900000000000000,4.900000000000000,B,11877,-118.841712240000010,34.165804867799999
174,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,1,"37,58,47",N,"120,24,9",W,SONORA PEAK,SONORA,TUOLUMNE,CA,N, , ,0.000000000000000,0.000000000000000, ,11889,-120.402512872000000,37.979705150699999
175,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,2,"38,20,23",N,"120,43,16",W,3 MI SE OF,JACKSON,AMADOR,CA,N, , ,0.000000000000000,0.000000000000000, ,11889,-120.721112964000000,38.339705159799998
176,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,3,"38,22,58",N,"120,47,52",W,1 mile South,Sutter Creek,AMADOR,CA,N, , ,0.000000000000000,0.000000000000000, ,11889,-120.797812982000000,38.382805157900002
177,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,4,"37,58,6",N,"120,7,10",W,Duckwall Mountain 6 miles East of,Tuolumne,TUOLUMNE,CA,N, , ,0.000000000000000,0.000000000000000, ,11889,-120.119412823999990,37.968305169799997
178,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,5,"37,45,1",N,"119,35,16",W,In Yosmite National Park near,Yosemite Village,MARIPOSA,CA,N, , ,72.000000000000000,0.000000000000000, ,11889,-119.587812711000000,37.750305187300000
179,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,6,"37,43,47",N,"119,34,54",W,SENTINEL PEAK On Sentinel Peak in the Yosemite National Park Approxima,Yosemite Village,MARIPOSA,CA,N, , ,15.500000000000000,0.000000000000000, ,11889,-119.581712709000000,37.729705186300002
180,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,7,"37,31,58",N,"120,1,36",W,BULLION MTN ON BULLION MOUNTAIN 4 MILES NORTHWEST OF,MARIPOSA,MARIPOSA,CA,N, , ,0.000000000000000,0.000000000000000, ,11889,-120.026712760000000,37.532805136199997
181,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,8,"38,30,57",N,"120,28,45",W,"ARMSTRONG  FOREST SERVICES FIREHOUSE  ON HWY 88 , 8 MILES NORTH BY NE",WEST POINT,AMADOR,CA,N, , ,0.000000000000000,0.000000000000000, ,11889,-120.479212946999990,38.515805193799999
182,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,9,"37,49,42",N,"120,34,6",W,"Mt. Rushing On Rushing Mountain, approx. 3.75 miles East of",Keystone,TUOLUMNE,CA,N, , ,100.000000000000000,0.000000000000000, ,11889,-120.568312881000000,37.828305124499998
183,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,10,"38,29,10",N,"120,3,9",W,MT. REBA SKI RESORT,ALPINE,ALPINE,CA,N, , ,0.000000000000000,0.000000000000000, ,11889,-120.052512874000000,38.486105222699997
184,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,11,"38,28,56",N,"120,49,52",W,Plymouth 10900 Fiddletown,Plymouth,AMADOR,CA,N, , ,32.299999999999997,0.000000000000000, ,11889,-120.831113000000000,38.482205164500002
185,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,12,"38,10,39",N,"120,51,31",W,Valley Springs Ross Drive,Valley Springs,CALAVERAS,CA,N, , ,31.699999999999999,0.000000000000000, ,11889,-120.858612967000000,38.177505135399997
186,"NEW CINGULAR WIRELESS PCS, LLC",KNKN510,13,"38,22,2",N,"120,55,40",W,Ione Preston School,Ione,AMADOR,CA,N, , ,33.500000000000000,0.000000000000000, ,11889,-120.927813001000000,38.367205146800003
187,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,23,"36,22,6",N,"120,38,37",W,DIABLO; 23 MILES NW OF,COALINGA,SAN BENITO,CA, , , ,0.000000000000000,0.000000000000000, ,11940,-120.643612735999990,36.368304983199998
188,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,24,"36,48,50",N,"119,53,32",W,HIGHWAY CITY; 5645 W. SAN MADELE,HIGHWAY CITY,FRESNO,CA, , , ,0.000000000000000,0.000000000000000, ,11940,-119.892212660000000,36.813905076099999
189,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,25,"36,50,19",N,"119,50,58",W,"MARKS & HERNDON; 7081 N. MARKS, SUITE 103B",FRESNO,FRESNO,CA, , , ,0.000000000000000,0.000000000000000, ,11940,-119.849412656000000,36.838605081399997
190,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,1,"36,41,2",N,"120,9,48",W,3449 South State Street,Kerman,FRESNO,CA,N, , ,289.000000000000000,0.000000000000000, ,11940,-120.163312691000000,36.683905045600000
191,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,2,"36,47,3",N,"119,51,11",W,3393 North Parkway Drive,Fresno,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.853112651000000,36.784205076100001
192,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,3,"36,51,1",N,"120,38,59",W,47759 WEST NEES AVENUE,FIREBAUGH,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-120.649712785999990,36.850305028299999
193,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,4,"36,8,31",N,"120,6,6",W,HURON 0.3 Mile North of intersection of Lassen Avenue & Jayne Avenue,Huron,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-120.101712625999990,36.141904996999997
194,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,5,"36,29,9",N,"120,24,50",W,"1.3 MILES NORTHEAST OF HWY 5, 1.8 MI. SOUTHWEST OF",THREE ROCKS,FRESNO,CA,N, , ,290.000000000000000,0.000000000000000, ,11940,-120.413912710999990,36.485805010100002
195,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,6,"36,12,30",N,"120,18,32",W,NE JUCTION OF RT 33 AND PALMER AVE.,COALINGA,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-120.308912666000000,36.208304990000002
196,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,7,"37,5,29",N,"119,18,34",W,Shaver Lake 12 miles SW of,Huntington,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.309412593000000,37.091405143400003
197,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,8,"37,17,38",N,"119,5,25",W,White Bark Vista 6.5 miles NE of Huntington Lake,Shaver Lake,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.090312578000000,37.293905178400003
198,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,9,"36,44,28",N,"119,58,13",W,Rolinda Off Dickenson Avenue 0.4 mile N of Whites Bridge Road,Rolinda,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.970312664999990,36.741105063699997
199,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,10,"36,53,52",N,"119,48,49",W,Madera 40457 ""A"" Avenue 10,Pinedale,MADERA,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.813612656000000,36.897805090100000
200,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,11,"36,29,17",N,"120,5,51",W,5.5 miles South of,Helm,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-120.097512660000010,36.488105030800000
201,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,12,"36,44,47",N,"119,16,49",W,Bear Mountain 1.5 mile NE of,Squaw Valley,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.280312552000000,36.746405110700003
202,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,13,"37,13,6",N,"119,14,25",W,SUNSET PEAK 1 MI NORTH OF,BIG CREEK,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.240312595000010,37.218305160400000
203,"NEW CINGULAR WIRELESS PCS, LLC",KNKA366,14,"37,1,15",N,"119,27,30",W,BLACK MOUNTAIN,NORTH FORK,FRESNO,CA,N, , ,0.000000000000000,0.000000000000000, ,11940,-119.458312609999990,37.020805125999999
